n_estimators,max_depth,max_features,min_impurity_decrease,score
100,15,3,0.001,0.9486111111111111
200,20,3,0.001,0.9483333333333334
200,15,3,0.001,0.9483333333333334
250,25,3,0.001,0.9483333333333334
200,25,3,0.001,0.9477777777777778
250,15,3,0.001,0.9477777777777778
200,30,3,0.001,0.9477777777777778
100,30,3,0.001,0.9472222222222222
50,15,3,0.001,0.9472222222222222
100,20,3,0.001,0.9469444444444445
100,25,3,0.001,0.9469444444444445
150,20,3,0.001,0.9469444444444445
25,15,3,0.001,0.9469444444444445
150,15,3,0.001,0.9466666666666667
150,30,3,0.001,0.9452777777777778
150,25,3,0.001,0.945
25,20,3,0.001,0.9430555555555555
25,30,3,0.001,0.9413888888888889
25,25,3,0.001,0.9413888888888889
150,10,3,0.001,0.9297222222222222
50,10,3,0.001,0.9291666666666667
200,10,3,0.001,0.9288888888888889
100,10,3,0.001,0.9280555555555555
250,10,3,0.001,0.9272222222222222
25,10,3,0.001,0.9244444444444444
