n_estimators,max_depth,max_features,min_impurity_decrease,score
150,30,6,0.001,0.9716666666666667
100,30,6,0.001,0.9716666666666667
100,25,6,0.001,0.9716666666666667
250,20,6,0.001,0.9713888888888889
200,30,6,0.001,0.9713888888888889
200,25,6,0.001,0.9713888888888889
200,20,6,0.001,0.9711111111111111
250,30,6,0.001,0.9711111111111111
250,25,6,0.001,0.9711111111111111
250,15,6,0.001,0.9708333333333333
50,15,6,0.001,0.9697222222222223
50,30,6,0.001,0.9697222222222223
50,25,6,0.001,0.9697222222222223
150,15,6,0.001,0.9694444444444444
200,15,6,0.001,0.9694444444444444
50,20,6,0.001,0.9691666666666666
100,15,6,0.001,0.9688888888888889
25,20,6,0.001,0.9669444444444445
25,30,6,0.001,0.9669444444444445
250,10,24,0.001,0.9669444444444445
25,25,6,0.001,0.9669444444444445
100,10,30,0.001,0.9666666666666667
25,15,6,0.001,0.9666666666666667
150,10,30,0.001,0.9666666666666667
200,10,30,0.001,0.9666666666666667
250,10,30,0.001,0.9661111111111111
100,10,12,0.001,0.9658333333333333
100,10,24,0.001,0.9655555555555555
50,10,12,0.001,0.9652777777777778
200,10,24,0.001,0.965
150,10,24,0.001,0.965
50,10,30,0.001,0.965
50,10,24,0.001,0.9647222222222223
200,10,38,0.001,0.9644444444444444
100,10,38,0.001,0.9644444444444444
25,10,24,0.001,0.9641666666666666
250,10,38,0.001,0.9636111111111111
150,10,38,0.001,0.9636111111111111
150,10,12,0.001,0.9636111111111111
25,10,12,0.001,0.9630555555555556
50,30,3,0.001,0.9627777777777777
50,20,3,0.001,0.9625
50,25,3,0.001,0.9625
200,10,12,0.001,0.9625
250,10,12,0.001,0.9625
25,10,30,0.001,0.9622222222222222
50,10,38,0.001,0.9613888888888888
100,20,3,0.001,0.9602777777777778
50,15,3,0.001,0.9597222222222223
25,20,3,0.001,0.9597222222222223
25,25,3,0.001,0.9597222222222223
25,10,38,0.001,0.9597222222222223
25,30,3,0.001,0.9597222222222223
100,25,3,0.001,0.9591666666666666
100,10,6,0.001,0.9591666666666666
250,10,6,0.001,0.9588888888888889
200,10,6,0.001,0.9588888888888889
100,30,3,0.001,0.9586111111111111
150,30,3,0.001,0.9586111111111111
250,30,3,0.001,0.9586111111111111
150,25,3,0.001,0.9586111111111111
150,15,3,0.001,0.9583333333333334
250,15,3,0.001,0.9583333333333334
250,20,3,0.001,0.9583333333333334
250,25,3,0.001,0.9583333333333334
200,15,3,0.001,0.9583333333333334
100,15,3,0.001,0.9577777777777777
150,20,3,0.001,0.9577777777777777
50,10,6,0.001,0.9572222222222222
150,10,6,0.001,0.9572222222222222
25,15,3,0.001,0.9569444444444445
200,25,3,0.001,0.9569444444444445
200,30,3,0.001,0.9569444444444445
25,10,6,0.001,0.9569444444444445
200,20,3,0.001,0.9566666666666667
25,10,3,0.001,0.9438888888888889
50,10,3,0.001,0.9436111111111111
100,10,3,0.001,0.9433333333333334
150,10,3,0.001,0.9419444444444445
250,10,3,0.001,0.94
200,10,3,0.001,0.9394444444444444
